"Site_ID","Site_Name","Latitude","Longitude","Elevation","Sample_ID","Type","Start_Date","Start_Time_Zone","Collection_Date","Collection_Time_Zone","Phase","Depth_meters","Sample_Comments","d2H","d18O","D17O","d2H_Analytical_SD","d18O_Analytical_SD","D17O_Analytical_SD","WI_Analysis_Source","Project_ID","Bout","Species","Depth"
"WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"22-158_WOOD5-3040-3","Soil","2021-07-28 00:00:00",NA,"2021-07-28",6,NA,0.35,"no depth info given",-109.7521961328,-13.6196399959,NA,0.473596415934905,0.0485813369180973,NA,"SPATIAL",384,"WOOD5",NA,"20-40 cm"
"WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"22-158_WOOD5-deep-1","Soil","2021-07-28 00:00:00",NA,"2021-07-28",6,NA,0.5,"",-126.2165486367,-17.5787531967,NA,0.530539743177585,0.0605176146764941,NA,"SPATIAL",384,"WOOD5",NA,"40+ cm"
"WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"22-158_WOOD5-deep-2","Soil","2021-07-28 00:00:00",NA,"2021-07-28",6,NA,0.5,"",-88.8009452725,-7.6153371825,NA,0.433444150942261,0.0496723081487472,NA,"SPATIAL",384,"WOOD5",NA,"40+ cm"
"WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"22-158_WOOD5-deep-3","Soil","2021-07-28 00:00:00",NA,"2021-07-28",6,NA,0.5,"",-111.7772833206,-14.6014566937,NA,0.506916832755768,0.0492451411434237,NA,"SPATIAL",384,"WOOD5",NA,"40+ cm"
"TALL_tower","Talladega National Forest NEON",32.95047,-87.393259,166,"22-233_TALL4-010-1","Soil","2021-08-25 00:00:00",NA,"2021-08-25",5,NA,0.05,"discarded top 3 cm",-10.5572516133,-0.6535232572,NA,0.477514247751375,0.0633973984923443,NA,"SPATIAL",384,"TALL4",NA,"0-10 cm"
"TALL_tower","Talladega National Forest NEON",32.95047,-87.393259,166,"22-233_TALL4-010-2","Soil","2021-08-25 00:00:00",NA,"2021-08-25",5,NA,0.05,"discarded top 3 cm",-15.9830729677,-1.3807011707,NA,0.533902323196082,0.0768642719362079,NA,"SPATIAL",384,"TALL4",NA,"0-10 cm"
"TALL_tower","Talladega National Forest NEON",32.95047,-87.393259,166,"22-233_TALL4-010-3","Soil","2021-08-25 00:00:00",NA,"2021-08-25",5,NA,0.05,"discarded top 3 cm",-17.0911420211,-2.2596320067,NA,0.493748523454956,0.0664086810957353,NA,"SPATIAL",384,"TALL4",NA,"0-10 cm"
"TALL_tower","Talladega National Forest NEON",32.95047,-87.393259,166,"22-233_TALL4-1020-1","Soil","2021-08-25 00:00:00",NA,"2021-08-25",5,NA,0.15,"10-20 cm",-16.4847855775,-1.4862969599,NA,0.453663254415092,0.0629434422041474,NA,"SPATIAL",384,"TALL4",NA,"10-20 cm"
"TALL_tower","Talladega National Forest NEON",32.95047,-87.393259,166,"22-233_TALL4-1020-2","Soil","2021-08-25 00:00:00",NA,"2021-08-25",5,NA,0.15,"10-20 cm",-16.3377650583,-2.5190643391,NA,0.453844408075731,0.0648554848632084,NA,"SPATIAL",384,"TALL4",NA,"10-20 cm"
"TALL_tower","Talladega National Forest NEON",32.95047,-87.393259,166,"22-233_TALL4-1020-3","Soil","2021-08-25 00:00:00",NA,"2021-08-25",5,NA,0.15,"10-20 cm",-20.5902767778,-2.1815276,NA,0.456932994297847,0.0635036857569999,NA,"SPATIAL",384,"TALL4",NA,"10-20 cm"
"TALL_tower","Talladega National Forest NEON",32.95047,-87.393259,166,"22-233_TALL4-2030-1","Soil","2021-08-25 00:00:00",NA,"2021-08-25",5,NA,0.25,"20-30 cm",-24.1693510633,-3.1450105733,NA,0.439912628318231,0.0547552926781357,NA,"SPATIAL",384,"TALL4",NA,"20-40 cm"
"TALL_tower","Talladega National Forest NEON",32.95047,-87.393259,166,"22-233_TALL4-2030-2","Soil","2021-08-25 00:00:00",NA,"2021-08-25",5,NA,0.25,"20-30 cm",-18.3288172871,-2.2282728531,NA,0.522905615363942,0.0670086426466975,NA,"SPATIAL",384,"TALL4",NA,"20-40 cm"
"TALL_tower","Talladega National Forest NEON",32.95047,-87.393259,166,"22-233_TALL4-2030-3","Soil","2021-08-25 00:00:00",NA,"2021-08-25",5,NA,0.25,"20-30 cm",-28.4896957392,-4.1128412993,NA,0.419883834192862,0.0540276895079639,NA,"SPATIAL",384,"TALL4",NA,"20-40 cm"
"TALL_tower","Talladega National Forest NEON",32.95047,-87.393259,166,"22-233_TALL4-3040-1","Soil","2021-08-25 00:00:00",NA,"2021-08-25",5,NA,0.35,"hit refusal past 40 cm",-28.1230977804,-2.7896654105,NA,0.423632482916953,0.0590246453341223,NA,"SPATIAL",384,"TALL4",NA,"20-40 cm"
"TALL_tower","Talladega National Forest NEON",32.95047,-87.393259,166,"22-233_TALL4-3040-2","Soil","2021-08-25 00:00:00",NA,"2021-08-25",5,NA,0.35,"30-40 cm",-23.5079655059,-3.57575361,NA,0.445737778533095,0.0643244872533939,NA,"SPATIAL",384,"TALL4",NA,"20-40 cm"
"TALL_tower","Talladega National Forest NEON",32.95047,-87.393259,166,"22-233_TALL4-3040-3","Soil","2021-08-25 00:00:00",NA,"2021-08-25",5,NA,0.35,"30-40 cm",-31.4853524192,-4.1268160687,NA,0.46519616226129,0.0612283487136042,NA,"SPATIAL",384,"TALL4",NA,"20-40 cm"
"TALL_tower","Talladega National Forest NEON",32.95047,-87.393259,166,"22-233_TALL4-deep-2","Soil","2021-08-25 00:00:00",NA,"2021-08-25",5,NA,0.45,"40-50 cm",-31.6705405897,-4.1350844705,NA,0.41842035364336,0.0528224583835536,NA,"SPATIAL",384,"TALL4",NA,"40+ cm"
"TALL_tower","Talladega National Forest NEON",32.95047,-87.393259,166,"22-233_TALL4-deep-3","Soil","2021-08-25 00:00:00",NA,"2021-08-25",5,NA,0.45,"40-50 cm",-32.3576780944,-3.8098520418,NA,0.433630121871169,0.0605893041760862,NA,"SPATIAL",384,"TALL4",NA,"40+ cm"
"HARV_tower","Harvard Forest & Quabbin Watershed NEON",42.53691,-72.17265,348,"22-234_HARV5-010-1","Soil","2021-07-05 00:00:00",NA,"2021-07-05",5,NA,0.05,"",-52.144203818,-7.2312327519,NA,0.391424479673066,0.0490501094699487,NA,"SPATIAL",384,"HARV5",NA,"0-10 cm"
"HARV_tower","Harvard Forest & Quabbin Watershed NEON",42.53691,-72.17265,348,"22-234_HARV5-010-2","Soil","2021-07-05 00:00:00",NA,"2021-07-05",5,NA,0.05,"",-53.1007841428,-6.9566841634,NA,0.402008019587531,0.0466351613988705,NA,"SPATIAL",384,"HARV5",NA,"0-10 cm"
"HARV_tower","Harvard Forest & Quabbin Watershed NEON",42.53691,-72.17265,348,"22-234_HARV5-010-3","Soil","2021-07-05 00:00:00",NA,"2021-07-05",5,NA,0.05,"",-59.3228050164,-7.5704762859,NA,0.446391723734643,0.0586755716254509,NA,"SPATIAL",384,"HARV5",NA,"0-10 cm"
"HARV_tower","Harvard Forest & Quabbin Watershed NEON",42.53691,-72.17265,348,"22-234_HARV5-1020-1","Soil","2021-07-05 00:00:00",NA,"2021-07-05",5,NA,0.15,"",-54.3238652648,-6.7186510016,NA,0.431598198024212,0.055504040785206,NA,"SPATIAL",384,"HARV5",NA,"10-20 cm"
"HARV_tower","Harvard Forest & Quabbin Watershed NEON",42.53691,-72.17265,348,"22-234_HARV5-1020-2","Soil","2021-07-05 00:00:00",NA,"2021-07-05",5,NA,0.15,"",-44.8934849832,-3.7114687234,NA,0.416073327855924,0.0564704045905906,NA,"SPATIAL",384,"HARV5",NA,"10-20 cm"
"HARV_tower","Harvard Forest & Quabbin Watershed NEON",42.53691,-72.17265,348,"22-234_HARV5-1020-3","Soil","2021-07-05 00:00:00",NA,"2021-07-05",5,NA,0.15,"",-59.9646791102,-7.1866634996,NA,0.439683136779563,0.0891664990048416,NA,"SPATIAL",384,"HARV5",NA,"10-20 cm"
"HARV_tower","Harvard Forest & Quabbin Watershed NEON",42.53691,-72.17265,348,"22-234_HARV5-2030-1","Soil","2021-07-05 00:00:00",NA,"2021-07-05",5,NA,0.25,"",-54.6238996397,-6.398904048,NA,0.403654703294814,0.0474931981081754,NA,"SPATIAL",384,"HARV5",NA,"20-40 cm"
"HARV_tower","Harvard Forest & Quabbin Watershed NEON",42.53691,-72.17265,348,"22-234_HARV5-2030-2","Soil","2021-07-05 00:00:00",NA,"2021-07-05",5,NA,0.25,"",-55.5767399647,-7.6351268368,NA,0.388745136617745,0.049363010784466,NA,"SPATIAL",384,"HARV5",NA,"20-40 cm"
"HARV_tower","Harvard Forest & Quabbin Watershed NEON",42.53691,-72.17265,348,"22-234_HARV5-2030-3","Soil","2021-07-05 00:00:00",NA,"2021-07-05",5,NA,0.25,"",-53.1958984012,-7.3596226011,NA,0.415914857853237,0.0506754595034624,NA,"SPATIAL",384,"HARV5",NA,"20-40 cm"
"HARV_tower","Harvard Forest & Quabbin Watershed NEON",42.53691,-72.17265,348,"22-234_HARV5-3040-1","Soil","2021-07-05 00:00:00",NA,"2021-07-05",5,NA,0.35,"",-61.5108537456,-7.9817150236,NA,0.47029284765218,0.0732792502395777,NA,"SPATIAL",384,"HARV5",NA,"20-40 cm"
"HARV_tower","Harvard Forest & Quabbin Watershed NEON",42.53691,-72.17265,348,"22-234_HARV5-3040-2","Soil","2021-07-05 00:00:00",NA,"2021-07-05",5,NA,0.35,"",-54.4514596076,-7.1149472341,NA,0.413119197428815,0.0559616301254326,NA,"SPATIAL",384,"HARV5",NA,"20-40 cm"
"HARV_tower","Harvard Forest & Quabbin Watershed NEON",42.53691,-72.17265,348,"22-234_HARV5-3040-3","Soil","2021-07-05 00:00:00",NA,"2021-07-05",5,NA,0.4,"",-54.2516389172,-6.787366343,NA,0.411951830154085,0.0488016233479505,NA,"SPATIAL",384,"HARV5",NA,"20-40 cm"
"HARV_tower","Harvard Forest & Quabbin Watershed NEON",42.53691,-72.17265,348,"22-234_HARV5-deep-1","Soil","2021-07-05 00:00:00",NA,"2021-07-05",5,NA,0.5,"",-63.8233895128,-8.1377991435,NA,0.430514556463887,0.0520813359651516,NA,"SPATIAL",384,"HARV5",NA,"40+ cm"
"HARV_tower","Harvard Forest & Quabbin Watershed NEON",42.53691,-72.17265,348,"22-234_HARV5-deep-2","Soil","2021-07-05 00:00:00",NA,"2021-07-05",5,NA,0.5,"",-57.0648435759,-6.9916342321,NA,0.389635989955263,0.0462829586365607,NA,"SPATIAL",384,"HARV5",NA,"40+ cm"
"WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"22-251_WOOD7-010-1","Soil","2021-11-15 00:00:00",NA,"2021-11-15",6,NA,0.1,"",-91.326161734,-10.3791570922,NA,0.419979047357559,0.0417136930101155,NA,"SPATIAL",384,"WOOD7",NA,"0-10 cm"
"WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"22-251_WOOD7-010-2","Soil","2021-11-20 00:00:00",NA,"2021-11-20",6,NA,0.1,"",-95.2070308696,-11.4024472394,NA,0.425831022971547,0.0448788113749531,NA,"SPATIAL",384,"WOOD7",NA,"0-10 cm"
"WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"22-251_WOOD7-010-3","Soil","2021-11-25 00:00:00",NA,"2021-11-25",6,NA,0.1,"",-89.8613362918,-11.5798732626,NA,0.405381487248794,0.0428875831372112,NA,"SPATIAL",384,"WOOD7",NA,"0-10 cm"
"WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"22-251_WOOD7-1020-1","Soil","2021-11-16 00:00:00",NA,"2021-11-16",6,NA,0.23,"",-100.3956793574,-11.9118338328,NA,0.428101055345529,0.0436211243231271,NA,"SPATIAL",384,"WOOD7",NA,"20-40 cm"
"WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"22-251_WOOD7-1020-2","Soil","2021-11-21 00:00:00",NA,"2021-11-21",6,NA,0.2,"",-104.1026498925,-12.5795690955,NA,0.47010860872925,0.0494886148418483,NA,"SPATIAL",384,"WOOD7",NA,"10-20 cm"
"WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"22-251_WOOD7-1020-3","Soil","2021-11-26 00:00:00",NA,"2021-11-26",6,NA,0.2,"",-91.4564639923,-12.1458036929,NA,0.409247517201197,0.043507021446143,NA,"SPATIAL",384,"WOOD7",NA,"10-20 cm"
"WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"22-251_WOOD7-2030-1","Soil","2021-11-17 00:00:00",NA,"2021-11-17",6,NA,0.3,"",-115.7079502135,-14.2808403718,NA,0.483670578036414,0.0497678367130839,NA,"SPATIAL",384,"WOOD7",NA,"20-40 cm"
"WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"22-251_WOOD7-2030-2","Soil","2021-11-22 00:00:00",NA,"2021-11-22",6,NA,0.35,"",-97.5510088715,-10.8598596398,NA,0.438299824449406,0.0435781155627835,NA,"SPATIAL",384,"WOOD7",NA,"20-40 cm"
"WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"22-251_WOOD7-2030-3","Soil","2021-11-27 00:00:00",NA,"2021-11-27",6,NA,0.31,"note from sample status:large vial may not have fit",-98.8246505853,-12.9186444816,NA,0.437512526300985,0.0514012819898225,NA,"SPATIAL",384,"WOOD7",NA,"20-40 cm"
"WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"22-251_WOOD7-3040-1","Soil","2021-11-18 00:00:00",NA,"2021-11-18",6,NA,0.4,"",-88.7704421826,-10.3962979807,NA,0.404609732892045,0.0413892942354531,NA,"SPATIAL",384,"WOOD7",NA,"20-40 cm"
"WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"22-251_WOOD7-3040-2","Soil","2021-11-23 00:00:00",NA,"2021-11-23",6,NA,0.42,"",-86.7424706495,-10.0295212516,NA,0.441122280523731,0.047157865745937,NA,"SPATIAL",384,"WOOD7",NA,"40+ cm"
"WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"22-251_WOOD7-3040-3","Soil","2021-11-28 00:00:00",NA,"2021-11-28",6,NA,0.4,"note from sample status:large vial may not have fit",-112.1004001445,-11.7989658539,NA,0.470316265900866,0.0433694843841677,NA,"SPATIAL",384,"WOOD7",NA,"20-40 cm"
"WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"22-251_WOOD7-deep-1","Soil","2021-11-19 00:00:00",NA,"2021-11-19",6,NA,0.52,"",-92.9952280165,-11.3996260638,NA,0.413005517428672,0.042026802299994,NA,"SPATIAL",384,"WOOD7",NA,"40+ cm"
"WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"22-251_WOOD7-deep-2","Soil","2021-11-24 00:00:00",NA,"2021-11-24",6,NA,0.56,"",-77.3629590523,-9.2142454382,NA,0.395077585185508,0.0450030679453567,NA,"SPATIAL",384,"WOOD7",NA,"40+ cm"
"CPER_tower","Central Plains Experimental Range NEON",40.815536,-104.74559,1654,"22-261_CPER5-010-1","Soil","2021-07-07 00:00:00",NA,"2021-07-07",6,NA,0.05,"no depth info given",-89.635442272,-7.4496857278,NA,0.437742258345186,0.0446030894314171,NA,"SPATIAL",384,"CPER5",NA,"0-10 cm"
"CPER_tower","Central Plains Experimental Range NEON",40.815536,-104.74559,1654,"22-261_CPER5-010-2","Soil","2021-07-07 00:00:00",NA,"2021-07-07",6,NA,0.05,"no depth info given",-80.2450613642,-5.8532427677,NA,0.428025475838196,0.048984339140455,NA,"SPATIAL",384,"CPER5",NA,"0-10 cm"
"CPER_tower","Central Plains Experimental Range NEON",40.815536,-104.74559,1654,"22-261_CPER5-010-3","Soil","2021-07-07 00:00:00",NA,"2021-07-07",6,NA,0.05,"no depth info given",-86.9837102246,-7.8368534113,NA,0.429245496452179,0.0439069984753648,NA,"SPATIAL",384,"CPER5",NA,"0-10 cm"
"CPER_tower","Central Plains Experimental Range NEON",40.815536,-104.74559,1654,"22-261_CPER5-1020-1","Soil","2021-07-07 00:00:00",NA,"2021-07-07",6,NA,0.15,"no depth info given",-85.6533698935,-4.5256645241,NA,0.439638338231294,0.0503983167276411,NA,"SPATIAL",384,"CPER5",NA,"10-20 cm"
"CPER_tower","Central Plains Experimental Range NEON",40.815536,-104.74559,1654,"22-261_CPER5-1020-2","Soil","2021-07-07 00:00:00",NA,"2021-07-07",6,NA,0.15,"no depth info given",-82.1346960566,-6.8449797482,NA,0.433316847101238,0.0456455582681413,NA,"SPATIAL",384,"CPER5",NA,"10-20 cm"
"CPER_tower","Central Plains Experimental Range NEON",40.815536,-104.74559,1654,"22-261_CPER5-1020-3","Soil","2021-07-07 00:00:00",NA,"2021-07-07",6,NA,0.15,"no depth info given",-83.224023452,-5.7658783735,NA,0.42368762524215,0.0495913993790262,NA,"SPATIAL",384,"CPER5",NA,"10-20 cm"
"CPER_tower","Central Plains Experimental Range NEON",40.815536,-104.74559,1654,"22-261_CPER5-2030-1","Soil","2021-07-07 00:00:00",NA,"2021-07-07",6,NA,0.25,"no depth info given",-93.5333328561,-7.064841033,NA,0.454214900912444,0.0448502590027821,NA,"SPATIAL",384,"CPER5",NA,"20-40 cm"
"CPER_tower","Central Plains Experimental Range NEON",40.815536,-104.74559,1654,"22-261_CPER5-2030-3","Soil","2021-07-07 00:00:00",NA,"2021-07-07",6,NA,0.25,"no depth info given",-92.9409634492,-8.3552864488,NA,0.44042356821833,0.0429725417713153,NA,"SPATIAL",384,"CPER5",NA,"20-40 cm"
"CPER_tower","Central Plains Experimental Range NEON",40.815536,-104.74559,1654,"22-261_CPER5-3040-1","Soil","2021-07-07 00:00:00",NA,"2021-07-07",6,NA,0.35,"no depth info given",-97.6421209689,-8.4931889839,NA,0.45124211226597,0.0423578473496575,NA,"SPATIAL",384,"CPER5",NA,"20-40 cm"
"CPER_tower","Central Plains Experimental Range NEON",40.815536,-104.74559,1654,"22-261_CPER5-3040-2","Soil","2021-07-07 00:00:00",NA,"2021-07-07",6,NA,0.35,"no depth info given",-87.4299180067,-8.6421943639,NA,0.433782113267064,0.0488764482176219,NA,"SPATIAL",384,"CPER5",NA,"20-40 cm"
"CPER_tower","Central Plains Experimental Range NEON",40.815536,-104.74559,1654,"22-261_CPER5-3040-3","Soil","2021-07-07 00:00:00",NA,"2021-07-07",6,NA,0.35,"no depth info given",-94.0244136214,-8.118826573,NA,0.450868140772862,0.0448306885242811,NA,"SPATIAL",384,"CPER5",NA,"20-40 cm"
"CPER_tower","Central Plains Experimental Range NEON",40.815536,-104.74559,1654,"22-261_CPER5-deep-1","Soil","2021-07-07 00:00:00",NA,"2021-07-07",6,NA,0.5,"",-98.0244787341,-9.2249467567,NA,0.453697561225271,0.0436952273132394,NA,"SPATIAL",384,"CPER5",NA,"40+ cm"
"CPER_tower","Central Plains Experimental Range NEON",40.815536,-104.74559,1654,"22-261_CPER5-deep-2","Soil","2021-07-07 00:00:00",NA,"2021-07-07",6,NA,0.5,"",-79.7407271575,-5.0467567427,NA,0.435084186910606,0.0503322331396526,NA,"SPATIAL",384,"CPER5",NA,"40+ cm"
"CPER_tower","Central Plains Experimental Range NEON",40.815536,-104.74559,1654,"22-261_CPER5-deep-3","Soil","2021-07-07 00:00:00",NA,"2021-07-07",6,NA,0.5,"",-86.9969322149,-6.789005061,NA,0.434550957118058,0.0457625111575737,NA,"SPATIAL",384,"CPER5",NA,"40+ cm"
"SJER_tower","San Joaquin Experimental Range NEON",37.10878,-119.73228,400,"22-262_SJER4-010-1","Soil","2021-12-21 00:00:00",NA,"2021-12-21",8,NA,0.1,"",-54.7685508089,-8.5252368007,NA,0.419185477056504,0.0451853568823044,NA,"SPATIAL",384,"SJER4",NA,"0-10 cm"
"SJER_tower","San Joaquin Experimental Range NEON",37.10878,-119.73228,400,"22-262_SJER4-010-2","Soil","2021-12-21 00:00:00",NA,"2021-12-21",8,NA,0.03,"bedrock",-38.6264694529,-6.0765949441,NA,0.416809928069983,0.0504516431430659,NA,"SPATIAL",384,"SJER4",NA,"0-10 cm"
"SJER_tower","San Joaquin Experimental Range NEON",37.10878,-119.73228,400,"22-262_SJER4-010-3","Soil","2021-12-21 00:00:00",NA,"2021-12-21",8,NA,0.1,"",-49.7203021334,-6.9759996076,NA,0.407865785344769,0.0478453236028032,NA,"SPATIAL",384,"SJER4",NA,"0-10 cm"
"SJER_tower","San Joaquin Experimental Range NEON",37.10878,-119.73228,400,"22-262_SJER4-1020-1","Soil","2021-12-21 00:00:00",NA,"2021-12-21",8,NA,0.2,"",-61.4759116362,-9.9952895631,NA,0.406212099245656,0.0436987133820512,NA,"SPATIAL",384,"SJER4",NA,"10-20 cm"
"SJER_tower","San Joaquin Experimental Range NEON",37.10878,-119.73228,400,"22-262_SJER4-1020-3","Soil","2021-12-21 00:00:00",NA,"2021-12-21",8,NA,0.2,"",-63.62765547,-9.7764475361,NA,0.413181425761397,0.0461763730792161,NA,"SPATIAL",384,"SJER4",NA,"10-20 cm"
"SJER_tower","San Joaquin Experimental Range NEON",37.10878,-119.73228,400,"22-262_SJER4-2030-1","Soil","2021-12-21 00:00:00",NA,"2021-12-21",8,NA,0.3,"",-55.2810835005,-8.5544443782,NA,0.399779178390156,0.0450937370282028,NA,"SPATIAL",384,"SJER4",NA,"20-40 cm"
"SJER_tower","San Joaquin Experimental Range NEON",37.10878,-119.73228,400,"22-262_SJER4-2030-3","Soil","2021-12-21 00:00:00",NA,"2021-12-21",8,NA,0.27,"",-51.8118703884,-7.9558992488,NA,0.406708310445559,0.045318924007627,NA,"SPATIAL",384,"SJER4",NA,"20-40 cm"
"SJER_tower","San Joaquin Experimental Range NEON",37.10878,-119.73228,400,"22-262_SJER4-3040-1","Soil","2021-12-21 00:00:00",NA,"2021-12-21",8,NA,0.4,"",-78.6614760534,-10.4161146693,NA,0.428354957464293,0.0456312753995806,NA,"SPATIAL",384,"SJER4",NA,"20-40 cm"
"SJER_tower","San Joaquin Experimental Range NEON",37.10878,-119.73228,400,"22-262_SJER4-deep-1","Soil","2021-12-21 00:00:00",NA,"2021-12-21",8,NA,0.5,"",-90.3170745463,-11.594145424,NA,0.449154951102992,0.0438587498798996,NA,"SPATIAL",384,"SJER4",NA,"40+ cm"
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"22-283_SCBI4-010-1","Soil","2021-07-29 00:00:00",NA,"2021-07-29",4,NA,0.05,"",-40.3837726839,-4.8723579993,NA,0.436479611831416,0.0472907619632031,NA,"SPATIAL",384,"SCBI4",NA,"0-10 cm"
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"22-283_SCBI4-010-2","Soil","2021-07-29 00:00:00",NA,"2021-07-29",4,NA,0.05,"",-30.1251762962,-3.4337748302,NA,0.441202205315001,0.0513039400585298,NA,"SPATIAL",384,"SCBI4",NA,"0-10 cm"
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"22-283_SCBI4-010-3","Soil","2021-07-29 00:00:00",NA,"2021-07-29",4,NA,0.05,"",-37.8077026707,-4.1265158154,NA,0.424828354120236,0.0505967526219895,NA,"SPATIAL",384,"SCBI4",NA,"0-10 cm"
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"22-283_SCBI4-1020-1","Soil","2021-07-29 00:00:00",NA,"2021-07-29",4,NA,0.15,"",-43.3630901927,-5.6445488985,NA,0.403999284420698,0.0493550878971453,NA,"SPATIAL",384,"SCBI4",NA,"10-20 cm"
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"22-283_SCBI4-1020-2","Soil","2021-07-29 00:00:00",NA,"2021-07-29",4,NA,0.15,"",-48.5407302396,-6.1347483756,NA,0.397178347736706,0.0463079980422406,NA,"SPATIAL",384,"SCBI4",NA,"10-20 cm"
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"22-283_SCBI4-1020-3","Soil","2021-07-29 00:00:00",NA,"2021-07-29",4,NA,0.15,"",-51.8245207817,-6.9786183005,NA,0.413685336954017,0.0466014227359471,NA,"SPATIAL",384,"SCBI4",NA,"10-20 cm"
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"22-283_SCBI4-2030-1","Soil","2021-07-29 00:00:00",NA,"2021-07-29",4,NA,0.25,"",-50.6492374677,-6.75379692,NA,0.415640882868881,0.0473776774996492,NA,"SPATIAL",384,"SCBI4",NA,"20-40 cm"
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"22-283_SCBI4-2030-2","Soil","2021-07-29 00:00:00",NA,"2021-07-29",4,NA,0.25,"",-51.9739260399,-6.7595342401,NA,0.403229586985585,0.0453776632276992,NA,"SPATIAL",384,"SCBI4",NA,"20-40 cm"
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"22-283_SCBI4-2030-3","Soil","2021-07-29 00:00:00",NA,"2021-07-29",4,NA,0.25,"",-53.9355009774,-7.0306174317,NA,0.407998817212549,0.0450388940814976,NA,"SPATIAL",384,"SCBI4",NA,"20-40 cm"
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"22-283_SCBI4-3040-1","Soil","2021-07-29 00:00:00",NA,"2021-07-29",4,NA,0.35,"",-50.8519455301,-6.6009424545,NA,0.400659480602406,0.0464010632281588,NA,"SPATIAL",384,"SCBI4",NA,"20-40 cm"
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"22-283_SCBI4-3040-2","Soil","2021-07-29 00:00:00",NA,"2021-07-29",4,NA,0.35,"",-49.7111216786,-6.6471741734,NA,0.39176045659156,0.0438961230099677,NA,"SPATIAL",384,"SCBI4",NA,"20-40 cm"
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"22-283_SCBI4-3040-3","Soil","2021-07-29 00:00:00",NA,"2021-07-29",4,NA,0.3,"",-44.7887109575,-5.7117293071,NA,0.402239807639184,0.0467322270475244,NA,"SPATIAL",384,"SCBI4",NA,"20-40 cm"
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"22-283_SCBI4-deep-1","Soil","2021-07-29 00:00:00",NA,"2021-07-29",4,NA,0.45,"",-60.270563275,-8.2541940933,NA,0.408667009086914,0.0425221894118536,NA,"SPATIAL",384,"SCBI4",NA,"40+ cm"
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"22-283_SCBI4-deep-2","Soil","2021-07-29 00:00:00",NA,"2021-07-29",4,NA,0.45,"",-46.5451904552,-5.8221448643,NA,0.398344562589641,0.0455169498929608,NA,"SPATIAL",384,"SCBI4",NA,"40+ cm"
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"22-284_UNDE6-010-1","Soil","2021-10-18 00:00:00",NA,"2021-10-18",6,NA,0.05,"flat hilltop w/ canopy under 8 cm litter",-49.6513707172,-3.9953044229,NA,0.414868853033353,0.0547020253482095,NA,"SPATIAL",384,"UNDE6",NA,"0-10 cm"
